4.69741745, 50.6878995, 1
3.7995846, 51.0011133, 1
4.68528975, 50.7492453, 3
3.20815755, 50.92253445, 1
4.1498442, 50.47910415, 1
4.88830685, 50.58715495, 6
3.14987775, 50.7938899, 2
3.66500545, 51.0601109, 1
3.32280825, 51.25005435, 2
4.60330405, 50.85452505, 1
4.574578, 51.1192098, 3
3.51220305, 50.9888121, 3
4.5170591, 51.2287567, 1
4.35819025, 51.2605565, 18
5.1182499, 51.2443176, 2
4.58132635, 51.25778225, 2
3.9896605, 50.88746365, 2
5.4993287, 51.2552045, 2
4.5041295, 51.2700051, 4
4.1035243, 51.1687561, 3
3.2710781, 50.85974535, 2
3.5810428, 51.26072895, 2
5.01499205, 51.0756607, 1
4.1976861, 51.0128808, 7
3.70409165, 51.22425705, 4
3.39833645, 50.8797085, 4
3.83285105, 50.8065591, 5
4.6892219, 50.8216963, 5
3.25392035, 50.737822, 2
4.964503, 51.25768595, 6
5.38166705, 51.2047662, 8
4.34216205, 50.83023315, 1
4.70538685, 50.88404585, 7
4.45499415, 51.32862375, 1
5.46872235, 51.122195, 2
4.98608555, 51.1658325, 1
4.07338545, 50.9470942, 1
5.48989225, 50.9669821, 1
5.5711232, 50.93621755, 1
5.52798475, 50.63215795, 1
3.7145618, 51.08374595, 7
5.06284235, 50.48943825, 1
3.1361204, 51.12562585, 3
4.8841156, 51.0507852, 6
5.60063235, 50.8033323, 1
4.38520865, 50.86250425, 3
5.3158438, 51.2166653, 4
3.2797939, 50.8027612, 4
3.30872975, 50.86258235, 1
4.12939195, 51.07182765, 1
3.87176125, 50.98992755, 2
2.92199985, 51.21411275, 4
4.04146495, 50.5669353, 1
4.56591295, 50.93984285, 1
4.38185255, 50.5153412, 1
6.17776245, 50.3447586, 6
5.64774005, 50.8888637, 4
3.36943065, 51.00716175, 1
5.4708618, 50.77136595, 7
6.04173065, 50.4344687, 2
2.87281785, 50.8660544, 4
4.4314479, 50.848416, 1
4.45953225, 51.0348807, 11
5.5597532, 51.0880541, 4
4.61207515, 51.38513095, 6
5.00983695, 51.3199483, 1
4.63238675, 51.32899025, 1
3.00372585, 50.8644433, 1
2.8360057, 51.147205, 2
4.89720865, 50.45486565, 3
4.27738885, 51.0085044, 2
5.18035215, 50.99872995, 4
3.5610573, 51.13023905, 1
3.5560104, 51.0560833, 1
5.28877265, 51.02383985, 1
3.6043805, 51.14715355, 1
3.2221633, 51.2607331, 8
3.16257665, 50.82966665, 1
4.5689597, 51.01845935, 2
2.6809393, 51.11298505, 1
4.37211645, 50.94586445, 2
5.9113864, 50.19028615, 2
4.65872115, 51.1517349, 2
4.23724975, 51.25974685, 1
4.45964525, 51.40315155, 3
3.10099045, 51.1910321, 1
3.81055975, 51.1982845, 1
3.12004235, 50.9404162, 3
4.87579655, 51.30608845, 2
5.31333265, 50.9246272, 7
4.2417728, 50.95367425, 3
4.463723, 51.44882545, 3
4.51719655, 50.8307, 7
4.484354, 51.14683405, 5
3.42834015, 51.0694783, 1
5.19682725, 50.81301205, 2
4.93672415, 51.32898145, 1
4.3630687, 50.8386916, 1
2.7010549, 50.8661951, 1
4.65282765, 51.1053256, 1
3.26386135, 50.9218745, 1
3.61930735, 50.84695725, 1
4.45839585, 51.17523255, 1
4.37546805, 50.85488445, 10
2.9779457, 51.2374728, 1
4.22791915, 50.8515199, 1
4.7586089, 51.4403635, 1
4.249912, 51.09228505, 2
5.3287865, 50.8072801, 1
3.30500865, 51.33317145, 2
2.889802, 50.9697472, 1
3.96533585, 51.11800685, 6
4.49961725, 51.3100078, 3
4.4952707, 51.08555795, 1
4.0323716, 51.0674168, 3
5.2328638, 51.0611452, 1
4.85368235, 50.45937155, 8
3.2254314, 51.19193265, 1
4.8346966, 51.25304465, 4
5.59934225, 50.6245828, 2
4.3458313, 50.4755416, 2
