freq	variable
22	http://pbs.twimg.com/media/BqrNGe3CMAAM6_U.jpg
1	http://pbs.twimg.com/media/BqrlvXsIUAAFcS1.jpg
1	http://pbs.twimg.com/media/BqrSAd4CAAATudq.jpg
2	http://pbs.twimg.com/media/BqrPjjWIYAAK1XW.jpg
10	http://pbs.twimg.com/media/BqrP40pCUAAoWhi.jpg
6	http://pbs.twimg.com/media/BqrLdC2CYAAIJBL.jpg
1	http://pbs.twimg.com/media/BqrL6FUCcAEYdqu.jpg
1	http://pbs.twimg.com/media/BqrXHP5CEAABHrd.jpg
1	http://pbs.twimg.com/media/BqrsEDDIcAAFg8O.jpg
1	http://pbs.twimg.com/media/BqrQgXSCQAAojPo.jpg
67	http://pbs.twimg.com/media/BqrgX1NCQAA83Hk.jpg
2	http://pbs.twimg.com/media/BqriSCAIcAELr-H.jpg
1	http://pbs.twimg.com/media/BqrMY_jIUAAUSmK.jpg
1	http://pbs.twimg.com/media/BqrRIY0IIAA058K.jpg
1	http://pbs.twimg.com/media/BqrmHaGCMAAi7em.png
1	http://pbs.twimg.com/media/BqrOegjCUAAef41.jpg
14	http://pbs.twimg.com/media/BqraMovCQAALU6W.jpg
1	http://pbs.twimg.com/media/Bqrr3EhIMAAiiB7.jpg
1	http://pbs.twimg.com/media/BqraiYYIQAEqALj.jpg
1	http://pbs.twimg.com/media/Bqrr1F4IEAAaaBd.jpg
232	http://pbs.twimg.com/media/BqroERhCEAAFylw.jpg
1	http://pbs.twimg.com/media/BqrgZDwIAAEbgBT.jpg
2	http://pbs.twimg.com/media/Bqrpx7vCQAAuIl6.jpg
1	http://pbs.twimg.com/media/Bqrt8zpCYAAWuQx.jpg
1	http://pbs.twimg.com/media/BqrbUUQIcAAjgJc.jpg
1	http://pbs.twimg.com/media/BqrWZyrIAAA65dr.jpg
68	http://pbs.twimg.com/media/BqrnQBiCAAABm3H.jpg
2	http://pbs.twimg.com/media/BqrgQ-nCMAAY3o9.png
1	http://pbs.twimg.com/media/BqrbMUPCEAAqCke.jpg
1	http://pbs.twimg.com/media/BqrvCxBCIAAI_A1.jpg
1	http://pbs.twimg.com/media/Bqm3xFbIMAE3QVC.jpg
1	http://pbs.twimg.com/media/BqrPfd4IEAElhx7.jpg
1	http://pbs.twimg.com/media/BqrkyW5IYAA8Q1d.png
1	http://pbs.twimg.com/media/BqrQPqnCcAEUH6O.jpg
48	http://pbs.twimg.com/media/BqrkvDvCUAANwgM.jpg
1	http://pbs.twimg.com/media/Bqrg0iCCYAEzInE.jpg
1	http://pbs.twimg.com/media/BqraCZHIAAAwmVQ.jpg
5	http://pbs.twimg.com/media/BqrpWjNIEAAaYoJ.jpg
2	http://pbs.twimg.com/media/BqragGFCcAITcbR.jpg
6	http://pbs.twimg.com/media/Bqrg2f2IcAEJxy5.jpg
20	http://pbs.twimg.com/media/BqrQ2JvCAAAmbd0.jpg
